0.000000000000000000e+00,1.100396644915235811e-07,-1.100396644915235811e-07,-1.100396644915235811e-07,-1.100396644915235811e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.100396644915235811e-07,1.100396644915235811e-07,0.000000000000000000e+00,1.100396644915235811e-07,-1.100396644915235811e-07
0.000000000000000000e+00,1.176109321932017338e-06,-1.176109321932017338e-06,-1.176109321932017338e-06,-1.176109321932017338e-06,0.000000000000000000e+00,0.000000000000000000e+00,1.176109321932017338e-06,1.176109321932017338e-06,0.000000000000000000e+00,1.176109321932017338e-06,-1.176109321932017338e-06
0.000000000000000000e+00,4.887150680588092655e-06,-4.887150680588092655e-06,-4.887150680588092655e-06,-4.887150680588092655e-06,0.000000000000000000e+00,0.000000000000000000e+00,4.887150680588092655e-06,4.887150680588092655e-06,0.000000000000000000e+00,4.887150680588092655e-06,-4.887150680588092655e-06
0.000000000000000000e+00,1.368523862765869126e-05,-1.368523862765869126e-05,-1.368523862765869126e-05,-1.368523862765869126e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.368523862765869126e-05,1.368523862765869126e-05,0.000000000000000000e+00,1.368523862765869126e-05,-1.368523862765869126e-05
0.000000000000000000e+00,3.073022890021093190e-05,-3.073022890021093190e-05,-3.073022890021093190e-05,-3.073022890021093190e-05,0.000000000000000000e+00,0.000000000000000000e+00,3.073022890021093190e-05,3.073022890021093190e-05,0.000000000000000000e+00,3.073022890021093190e-05,-3.073022890021093190e-05
0.000000000000000000e+00,5.985793177387677133e-05,-5.985793177387677133e-05,-5.985793177387677133e-05,-5.985793177387677133e-05,0.000000000000000000e+00,0.000000000000000000e+00,5.985793177387677133e-05,5.985793177387677133e-05,0.000000000000000000e+00,5.985793177387677133e-05,-5.985793177387677133e-05
0.000000000000000000e+00,1.055228567565791309e-04,-1.055228567565791309e-04,-1.055228567565791309e-04,-1.055228567565791309e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.055228567565791309e-04,1.055228567565791309e-04,0.000000000000000000e+00,1.055228567565791309e-04,-1.055228567565791309e-04
0.000000000000000000e+00,1.727172202663496137e-04,-1.727172202663496137e-04,-1.727172202663496137e-04,-1.727172202663496137e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.727172202663496137e-04,1.727172202663496137e-04,0.000000000000000000e+00,1.727172202663496137e-04,-1.727172202663496137e-04
0.000000000000000000e+00,2.668598026502877474e-04,-2.668598026502877474e-04,-2.668598026502877474e-04,-2.668598026502877474e-04,0.000000000000000000e+00,0.000000000000000000e+00,2.668598026502877474e-04,2.668598026502877474e-04,0.000000000000000000e+00,2.668598026502877474e-04,-2.668598026502877474e-04
0.000000000000000000e+00,3.936520952265709639e-04,-3.936520952265709639e-04,-3.936520952265709639e-04,-3.936520952265709639e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.936520952265709639e-04,3.936520952265709639e-04,0.000000000000000000e+00,3.936520952265709639e-04,-3.936520952265709639e-04
0.000000000000000000e+00,5.700479960069060326e-04,-5.700479960069060326e-04,-5.700479960069060326e-04,-5.700479960069060326e-04,0.000000000000000000e+00,0.000000000000000000e+00,5.700479960069060326e-04,5.700479960069060326e-04,0.000000000000000000e+00,5.700479960069060326e-04,-5.700479960069060326e-04
0.000000000000000000e+00,7.811115938238799572e-04,-7.811115938238799572e-04,-7.811115938238799572e-04,-7.811115938238799572e-04,0.000000000000000000e+00,0.000000000000000000e+00,7.811115938238799572e-04,7.811115938238799572e-04,0.000000000000000000e+00,7.811115938238799572e-04,-7.811115938238799572e-04
-1.100398776543443091e-07,1.100398776543443091e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.100398776543443091e-07,1.100398776543443091e-07,0.000000000000000000e+00
-1.176132059299561661e-06,1.176132059299561661e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.176132059299561661e-06,1.176132059299561661e-06,0.000000000000000000e+00
-4.887568138656206429e-06,4.887568138656206429e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.887568138656206429e-06,4.887568138656206429e-06,0.000000000000000000e+00
-1.368864286632742733e-05,1.368864286632742733e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.368864286632742733e-05,1.368864286632742733e-05,0.000000000000000000e+00
