7.250000000000000000e+02,1.119600983656710014e-05,1.119600983656710014e-05,-1.303008807622407783e-13,2.774738819516075344e-14,5.831389516229579240e-14
7.500000000000000000e+02,-7.513799573644064367e-06,-7.513799573644064367e-06,1.700489961787166743e-14,2.156318201253226707e-13,2.668641844235253996e-14
7.750000610351562500e+02,-2.570399556134361774e-05,-2.570399556134361774e-05,3.282557941284604264e-14,1.173770824459963169e-13,5.063948189270618683e-14
8.000001220703125000e+02,-5.903003693674691021e-05,-5.903003693674691021e-05,4.637030031327295243e-14,4.660036123801079844e-14,8.788746098074839974e-14
8.250002441406250000e+02,-1.088529170374386013e-04,-1.088529170374386013e-04,-9.018713510375309106e-14,-9.128933503230185487e-14,7.063226905619371734e-15
8.500003662109375000e+02,-1.737601560307666659e-04,-1.737601560307666659e-04,3.904282835074691926e-14,4.633931754212828463e-15,5.857757313064426707e-14
8.750004882812500000e+02,-2.498409012332558632e-04,-2.498409012332558632e-04,8.034312147867095355e-14,2.102472384558906615e-13,3.992582970507342621e-14
9.000006713867187500e+02,-3.316934162285178900e-04,-3.316934162285178900e-04,7.590222938017032739e-14,1.374166080404803925e-13,6.301846522914489324e-14
9.250008544921875000e+02,-4.137198266107589006e-04,-4.137198266107589006e-04,2.002472081381878599e-13,6.458597762507012341e-14,3.104404550807217389e-14
9.500009765625000000e+02,-4.911828436888754368e-04,-4.911828436888754368e-04,2.393270586049933701e-13,-1.357372584963973880e-14,-5.599743962254009888e-14
9.750057983398437500e+02,-2.886591479182243347e-03,-2.886591479182243347e-03,7.234951570136982646e-14,6.371289185018241211e-16,4.398691646518996037e-15
1.000005859375000000e+03,-2.915699034929275513e-03,-2.915699034929275513e-03,1.295244031183939194e-15,-2.018675482849674463e-13,-4.889201226493909702e-14
3.625000000000000000e+02,3.625000000000000000e+02,1.048435387929202989e-05,3.625000000000000000e+02,-1.227737936272330077e-13,1.026467390361114618e-14
3.750000000000000000e+02,3.750000000000000000e+02,-7.517454832850489765e-06,3.750000000000000000e+02,3.736199649900621977e-14,1.169571031819569007e-13
3.875000000000000000e+02,3.875000000000000000e+02,-2.574672180344350636e-05,3.875000305175781250e+02,-3.374778822823505664e-14,-1.048376947862701691e-13
4.000000305175781250e+02,4.000000305175781250e+02,-5.925681034568697214e-05,4.000000915527343750e+02,-5.492611828008349059e-15,-4.755019010374388067e-14
4.125000610351562500e+02,4.125000610351562500e+02,-1.096397318178787827e-04,4.125001525878906250e+02,6.053707628093278961e-15,2.046924777029598963e-13
4.250000915527343750e+02,4.250000915527343750e+02,-1.758215803420171142e-04,4.250002441406250000e+02,8.865430362482024096e-14,6.968936468480443902e-14
4.375001220703125000e+02,4.375001220703125000e+02,-2.542515576351433992e-04,4.375003356933593750e+02,5.001853897973300433e-14,5.681077421102083413e-14
4.500001831054687500e+02,4.500001831054687500e+02,-3.397918189875781536e-04,4.500004577636718750e+02,-3.258205405237864227e-14,8.345613019015638012e-14
4.625002136230468750e+02,4.625002136230468750e+02,-4.269346827641129494e-04,4.625005493164062500e+02,7.044664602096767370e-14,-2.203008961235500274e-13
4.750002441406250000e+02,4.750002441406250000e+02,-5.108591867610812187e-04,4.750006713867187500e+02,-1.160708221160586251e-13,-3.911249511659269096e-14
4.875014953613281250e+02,4.875014953613281250e+02,-2.967174630612134933e-03,4.875038757324218750e+02,-1.302816768312606288e-13,-1.243776267959365023e-13
5.000015258789062500e+02,5.000015258789062500e+02,-3.073755651712417603e-03,5.000040283203125000e+02,8.643385757556992788e-14,3.194177845941732763e-14
1.119600983656710014e-05,7.250000000000000000e+02,1.119600983656710014e-05,4.614607375147579404e-14,-1.376425257035567441e-15,-9.453931913575366885e-14
-7.513799573644064367e-06,7.500000000000000000e+02,-7.513799573644064367e-06,-6.217700237055173718e-14,7.609632189783596679e-14,1.147724086993442971e-13
-2.570399556134361774e-05,7.750000610351562500e+02,-2.570399556134361774e-05,7.363102911672053663e-14,1.184026593506199831e-15,-1.296709457474995442e-13
-5.903003693674691021e-05,8.000001220703125000e+02,-5.903003693674691021e-05,-3.278384440546892875e-14,2.921715807117052088e-14,-1.416613544134512348e-13
-1.088529170374386013e-04,8.250002441406250000e+02,-1.088529170374386013e-04,-8.651864218545829432e-14,2.966124728102058350e-14,-2.551261339776150772e-13
-1.737601560307666659e-04,8.500003662109375000e+02,-1.737601560307666659e-04,8.312343597726562505e-14,-1.208313844488530242e-14,6.772671480711686676e-14
-2.498409012332558632e-04,8.750004882812500000e+02,-2.498409012332558632e-04,1.855113327561244869e-15,1.056541125746789100e-14,-1.689728408192300857e-13
-3.316934162285178900e-04,9.000006713867187500e+02,-3.316934162285178900e-04,1.251325415220451084e-14,1.011596066787488757e-13,-7.749045681385360873e-14
-4.137198266107589006e-04,9.250008544921875000e+02,-4.137198266107589006e-04,-4.433016386157055677e-14,6.563246989074386639e-14,-2.071645128663354707e-13
