7.000000000000000000e+02,1.776356839400250465e-14,0.000000000000000000e+00,-1.237744173647470358e-13,-1.916300404220406400e-14,8.206312691015626992e-14,7.720530498772859573e-03,-2.933797659352421761e-03,-2.933797659352421761e-03,-1.439237397175155134e-18,-2.228256290661990300e-19,9.542224231489484464e-19,5.000000000000000000e+00,2.760922652669250965e-04,-1.049580096150748432e-04,-1.049580096150748432e-04,-8.269168841092910416e-20,5.457040264970917827e-19,-2.730603076665444006e-19
7.250000000000000000e+02,1.119600983656710014e-05,1.119600983656710014e-05,-1.303008807622407783e-13,2.774738819516075344e-14,5.831389516229579240e-14,7.996622473001480103e-03,-3.038755618035793304e-03,-3.038755618035793304e-03,-1.521929092048432773e-18,3.228783974308927528e-19,6.811621413317981881e-19,5.000000000000000000e+00,2.795749460346996784e-04,-1.066993499989621341e-04,-1.066993499989621341e-04,1.676549000869294918e-18,2.201566222523412886e-18,-3.559985540611511272e-19
7.500000000000000000e+02,-7.513799573644064367e-06,-7.513799573644064367e-06,1.700489961787166743e-14,2.156318201253226707e-13,2.668641844235253996e-14,8.276197127997875214e-03,-3.145454917103052139e-03,-3.145454917103052139e-03,1.546199346702562874e-19,2.524444594104911496e-18,3.251635872706470609e-19,5.000000000000000000e+00,2.916951489169150591e-04,-1.127594441641122103e-04,-1.127594441641122103e-04,1.200762519045824369e-19,-1.063875242907779470e-18,3.107376349359046851e-19
7.750000610351562500e+02,-2.570399556134361774e-05,-2.570399556134361774e-05,3.282557941284604264e-14,1.173770824459963169e-13,5.063948189270618683e-14,8.567892946302890778e-03,-3.258214332163333893e-03,-3.258214332163333893e-03,2.746961865748387243e-19,1.460569247799555457e-18,6.359011963571576036e-19,5.000000000000000000e+00,3.204300592187792063e-04,-1.271268993150442839e-04,-1.271268993150442839e-04,1.930924054593045086e-20,-7.332391062526640051e-19,5.370608679753134811e-19
8.000001220703125000e+02,-5.903003693674691021e-05,-5.903003693674691021e-05,4.637030031327295243e-14,4.660036123801079844e-14,8.788746098074839974e-14,8.888322860002517700e-03,-3.385341260582208633e-03,-3.385341260582208633e-03,2.940054255051820413e-19,7.273301415468914519e-19,1.172962064332471085e-18,5.000000000000000000e+00,3.760992549359798431e-04,-1.549614971736446023e-04,-1.549614971736446023e-04,-1.929369413868191419e-18,-1.585226296689485850e-18,-7.054531788988186833e-19
8.250002441406250000e+02,-1.088529170374386013e-04,-1.088529170374386013e-04,-9.018713510375309106e-14,-9.128933503230185487e-14,7.063226905619371734e-15,9.264421649277210236e-03,-3.540302859619259834e-03,-3.540302859619259834e-03,-1.635363988363009378e-18,-8.578961551425943978e-19,4.675088854336524014e-19,5.000000000000000000e+00,4.712303925771266222e-04,-2.025270659942179918e-04,-2.025270659942179918e-04,9.519370265140410001e-19,1.027328955879114740e-18,8.217502235304053328e-19
8.500003662109375000e+02,-1.737601560307666659e-04,-1.737601560307666659e-04,3.904282835074691926e-14,4.633931754212828463e-15,5.857757313064426707e-14,9.735652245581150055e-03,-3.742829896509647369e-03,-3.742829896509647369e-03,-6.834270135477566624e-19,1.694327619624291285e-19,1.289259108964057734e-18,5.000000000000000000e+00,6.203717784956097603e-04,-2.770977444015443325e-04,-2.770977444015443325e-04,4.414578595547119505e-20,2.928239013977266103e-18,5.261671061031432449e-19
8.750004882812500000e+02,-2.498409012332558632e-04,-2.498409012332558632e-04,8.034312147867095355e-14,2.102472384558906615e-13,3.992582970507342621e-14,1.035602390766143799e-02,-4.019927699118852615e-03,-4.019927699118852615e-03,-6.392812631352024130e-19,3.097671659617421592e-18,1.815426318464777548e-18,5.000000000000000000e+00,8.398278150707483292e-04,-3.868257626891136169e-04,-3.868257626891136169e-04,-5.742444976659503194e-19,4.582253857201814873e-19,1.261748529356616002e-18
9.000006713867187500e+02,-3.316934162285178900e-04,-3.316934162285178900e-04,7.590222938017032739e-14,1.374166080404803925e-13,6.301846522914489324e-14,1.119585242122411728e-02,-4.406753461807966232e-03,-4.406753461807966232e-03,-1.213525760801152732e-18,3.555896838542449941e-18,3.077174744423816981e-18,5.000000000000000000e+00,1.147296163253486156e-03,-5.405599367804825306e-04,-5.405599367804825306e-04,1.128100027208234198e-18,2.873051591459259480e-19,1.228915869688008089e-18
9.250008544921875000e+02,-4.137198266107589006e-04,-4.137198266107589006e-04,2.002472081381878599e-13,6.458597762507012341e-14,3.104404550807217389e-14,1.234314776957035065e-02,-4.947313107550144196e-03,-4.947313107550144196e-03,-8.542574005526707002e-20,3.843202307881105596e-18,4.306090510714248500e-18,5.000000000000000000e+00,1.561398035846650600e-03,-7.476108730770647526e-04,-7.476108730770647526e-04,9.836484428623332838e-19,1.729730949841560869e-19,9.792327459573720838e-19
